reward_A,loss_A,reward_B,loss_B,reward_C,loss_C,reward_D,loss_D,reward_E,loss_E,reward_F,loss_F,reward_G,loss_G
0.9,3.0,0.5,0.5,0.8181818,3.0,0.9,3.0,0.8,8.0,0.7391304,2.3333332538604736,0.6666666666666666,4.0
0.9,0.0,0.5,0.0,0.8181818,0.0,0.9,0.0,0.8,0.0,0.7391304,0.0,0.6666666666666666,0.0
