reward_A,loss_A,reward_B,loss_B,reward_C,loss_C,reward_D,loss_D,reward_E,loss_E,reward_F,loss_F,reward_G,loss_G
0.5833334,0.5,0.5,0.25,0.6666667,0.5,0.75,0.5,0.5,0.4000000059604645,0.5925926,0.3888888657093048,0.5208333333333334,1.0
0.5833334,0.0,0.5,0.0,0.6666667,0.0,0.75,0.0,0.5,0.0,0.5925926,0.0,0.5208333333333334,0.0
0.5833334,0.0,0.5,0.0,0.6666667,0.0,0.75,0.0,0.5,0.0,0.5925926,0.0,0.5208333333333334,0.0
0.5833334,0.0,0.5,0.0,0.6666667,0.0,0.75,0.0,0.5,0.0,0.5925926,0.0,0.5208333333333334,0.0
0.5833334,0.0,0.5,0.0,0.6666667,0.0,0.75,0.0,0.5,0.0,0.5925926,0.0,0.5208333333333334,0.0
