reward_A,loss_A,reward_B,loss_B,reward_C,loss_C,reward_D,loss_D,reward_E,loss_E,reward_F,loss_F
2.25,0.0,0.5,0.0,1.5,0.0,1.5,0.0,3.0,0.0,1.2222222,0.0
1.0,1.8495730981082388,0.5,2.04703722591695,1.75,1.8434926568415275,2.25,1.8499588418729185,0.0,2.474872499140748,1.6666666,2.403817481640415
1.75,0.3655482562454973,0.5,0.3596230806976514,1.5,0.4475903494808713,2.25,0.46543244587983584,1.0,1.5510934379428996,1.6666666,0.7198105494169594
2.25,0.3086984228053745,0.5,0.23171632395347705,1.5,0.3816742893566352,1.25,0.3898183138053076,3.0,1.0720030736367918,1.6666666,0.4177286627684863
1.25,0.34813536953774704,0.75,0.2228948976531681,2.0,0.3856100577387772,0.25,0.3719541351814738,4.0,1.166390726024247,1.8888888,0.3909803502362452
0.5,0.31082522476440017,0.25,0.21227817489514864,1.5,0.3681894271480929,0.5,0.2969410887359356,1.0,0.8518114873509489,1.5555556,0.37638517630975277
1.5,0.3323293992236464,0.25,0.21379812982889984,1.5,0.39430752463318647,0.75,0.36161025004266334,2.0,1.0266848525688916,1.0,0.37456103283983777
1.75,0.29160877378413447,0.25,0.21490295898717732,2.25,0.35575470434281864,1.0,0.3318157211504177,4.0,0.9138176479088662,1.5555556,0.3726919520268618
1.75,0.32658021713542434,0.75,0.20899258881143842,2.0,0.3956806313843569,1.75,0.3617121197026484,7.5,0.9348787719199725,1.2222222,0.3614041777197405
1.0,0.30757134207330405,0.5,0.22741622568782033,2.0,0.3502674357458829,0.25,0.3688522502723761,5.5,0.87424072338756,1.8888888,0.3646575438201089
1.5,0.298558721971947,0.75,0.20080476609705697,1.5,0.38655113332730845,2.25,0.3790729689079187,4.5,0.8110374141423717,1.5555556,0.39985123021070146
2.25,0.3293552527953275,0.25,0.219774131261663,1.5,0.4156465178019893,1.5,0.3574065121166747,5.5,0.9975230880359109,1.4444444,0.4118425665561733
0.5,0.3295274699727127,0.5,0.22533012486723428,2.0,0.37288990372595754,0.75,0.3354002248313552,4.0,1.0004147631375497,1.1111112,0.43217686484928175
1.5,0.30544357360219787,0.75,0.2257775928216262,0.75,0.3894902962539512,1.5,0.3511561878091848,2.0,1.117278188718868,1.1111112,0.3930652929940664
1.25,0.3205433422626005,0.75,0.2168128751404273,1.5,0.35334899702913913,0.25,0.33765720082377704,3.0,0.9978276414978373,1.6666666,0.41379320822663945
1.75,0.29434209997870286,0.5,0.21478664192012337,1.5,0.30599161706689537,1.5,0.3760274962604421,5.5,0.8527085073761931,1.5555556,0.37109596251726507
1.5,0.31750437885184096,0.5,0.2184163323188729,2.0,0.3974421778521587,1.5,0.37386595447141435,4.0,1.0079819541486663,1.5555556,0.4179408511346409
1.75,0.31148860843084086,0.5,0.20648017388391499,2.25,0.35823780987639625,2.25,0.3880995976860751,4.5,1.0934612336313647,1.3333334,0.44941749364035105
1.5,0.34620959666390133,1.0,0.23338972525116705,0.75,0.41348672979094053,1.25,0.3729365650042278,5.0,0.9325061081109421,1.3333334,0.39574047041598914
1.75,0.26555187669362096,0.75,0.21430462568914913,0.5,0.3760512430206814,1.5,0.38838629087618626,4.0,1.162075352502826,1.4444444,0.4083177982002115
1.75,0.2929302419058187,0.5,0.2144863536773985,2.25,0.3942850982358584,2.25,0.33350110828752993,6.5,0.8968120671528522,1.1111112,0.43477773580545076
1.5,0.3114395480523046,0.75,0.2162133218367624,2.0,0.40203972916529984,1.0,0.3528397027365674,2.0,1.098438445406285,1.7777778,0.433853558957087
1.75,0.2926801552397886,0.75,0.22264269853226173,1.5,0.38341018970652196,2.25,0.3739997222167106,2.0,0.7381809260687564,1.3333334,0.4258192192216491
2.0,0.3026159447169936,0.25,0.22839595312783634,0.75,0.3924053425387501,1.25,0.3478801327661384,1.0,1.0508080812707281,1.3333334,0.4407315515618751
2.0,0.32092090370153403,0.5,0.23187662092174569,2.0,0.3660074885364659,1.0,0.3427859617040443,2.5,0.944795147928651,1.5555556,0.4101644453167892
2.0,0.36069512785934676,0.5,0.23493892783026665,1.25,0.37521909376114576,1.75,0.3654527750083401,4.0,0.9814991501736883,1.5555556,0.43669076813132685
1.75,0.31578744607270465,0.0,0.21466807888264633,2.0,0.44719861371435965,1.5,0.3504673627758139,0.0,0.9795187879123176,1.4444444,0.4212190124272963
2.25,0.3331273667105273,0.25,0.21858233862204107,1.25,0.3692359018041575,2.25,0.36298405596572414,5.5,1.0721884728389333,0.8888889,0.3884546721690173
1.5,0.32156978345024206,0.5,0.21782361435865588,1.25,0.363402658381509,1.5,0.3165726324196556,2.0,0.7712641737725774,1.0,0.4301421100442938
2.0,0.3185887509472703,0.25,0.2186106514409059,0.5,0.39508937856817494,1.0,0.3709651193315304,5.0,1.0606068701969555,0.7777778,0.3699690486932246
1.75,0.29414617054384623,0.25,0.22394345062056487,0.5,0.3794809133087093,2.0,0.3230957732839409,0.0,0.8178716182761047,1.5555556,0.4095180192985991
2.25,0.26571755543776365,0.25,0.19554422220579323,1.25,0.3751127186301503,1.25,0.3680241524524677,6.5,0.9020459582480121,1.3333334,0.3756381961426555
2.0,0.37306202548499023,0.0,0.20802902212417435,0.75,0.37300890799284014,1.25,0.3581277852967966,3.0,0.945566283170403,2.0,0.39421006942169967
1.5,0.34225448586401325,0.25,0.21872873914404573,1.75,0.35041582956399736,0.25,0.3775149316865007,2.0,1.0632756465318343,1.4444444,0.3712261004421903
2.25,0.3012600139884717,0.5,0.21638779887382112,2.5,0.39785923247657584,2.0,0.2894952723477515,3.0,0.8354263479882291,1.3333334,0.392339340749102
2.5,0.3132343143443964,0.75,0.22301032215237288,1.5,0.3405473811615899,0.75,0.3152854450525945,3.0,1.0962673105965917,1.1111112,0.40293279693739115
1.0,0.29783806723708656,1.0,0.22377402005695082,1.0,0.36519191432300546,0.75,0.3463239959101624,1.0,1.1256941863112835,1.7777778,0.385124213847455
1.5,0.29756452668873606,0.75,0.21730694460221484,1.25,0.3490754098549859,1.0,0.3397847973708469,2.5,1.027760961460099,0.8888889,0.3845571450800719
2.25,0.32886771990332087,0.25,0.22085902908952532,2.0,0.3642573761087736,1.75,0.34524153779402306,6.0,0.8977933206930349,1.0,0.41607569095492447
1.5,0.3206125402941793,0.75,0.22014309609409013,1.5,0.37288021837092566,1.25,0.35340539320971665,3.0,1.028013442706813,1.8888888,0.4263196762947601
1.5,0.31349120312289575,0.75,0.2170650276830325,1.75,0.36352607698455114,1.0,0.37749188285688184,7.0,0.9319295866643381,0.8888889,0.37007671865847847
1.5,0.3227588947364567,0.75,0.21937683184553491,1.25,0.38298495426818036,1.25,0.31370640348687484,5.5,0.7684517760746481,1.8888888,0.42556890371382805
1.25,0.28775435285765416,1.0,0.22068055608078926,1.0,0.37536244662733276,1.0,0.3534188833821439,4.5,1.0506962779280589,2.0,0.41626999866115016
1.5,0.2927727550902465,0.5,0.2268294741487431,1.25,0.3584681398619226,0.25,0.37525725170964586,6.5,0.9349256986648327,1.1111112,0.4209294037254175
1.5,0.2999384458668669,0.25,0.22182291990498512,2.5,0.40602006818795966,1.25,0.32661603509276627,0.0,1.1096708863559206,2.0,0.4059226512563644
1.5,0.3074631566401741,0.5,0.23624885438878182,1.5,0.35856419907327586,1.25,0.34826043030391884,3.0,1.0779645736133896,1.4444444,0.38117755501293127
2.0,0.2518566779586108,0.75,0.23091284908694898,1.5,0.3669433254764935,1.75,0.32869848794336787,0.0,0.8615836888287735,1.1111112,0.41370582350486734
1.5,0.30525774130998923,0.0,0.22733182526178974,2.25,0.3523786383682299,1.25,0.32708201910806,1.0,0.8906210668922488,1.0,0.4059842159814055
1.5,0.28569648325173436,0.25,0.21036925219514355,1.5,0.3814629028507186,0.75,0.315432882221523,0.0,1.015383258026569,1.5555556,0.4046393689725985
0.75,0.33106290005053784,0.75,0.1856782361248213,0.5,0.3510538134773252,1.75,0.35311379167792484,4.5,1.0349323407517694,1.6666666,0.45027764571698425
2.0,0.308670616044569,0.0,0.21484659758023042,1.0,0.38337894666054867,1.5,0.3073127000346132,4.5,0.8646630490243818,1.5555556,0.4168238565064316
2.0,0.3218025879734632,0.25,0.21370567233392573,0.5,0.37378447698018713,2.0,0.38591386086843016,1.0,1.1217610094356534,1.6666666,0.3630993031631124
2.0,0.31887379580535946,0.5,0.2257590247760226,0.5,0.3613935436516211,2.25,0.37968897151492803,1.0,1.081023720182694,1.3333334,0.39075842787035453
1.25,0.3355629879302621,0.0,0.2241406656077584,0.75,0.3486394696079337,1.25,0.3863926660778245,8.0,0.8982395321872574,1.0,0.40581781260114874
2.25,0.2886882575297706,0.25,0.2204750393403266,1.5,0.34646556711321236,1.75,0.34210447197529004,5.0,0.9445540622228277,1.2222222,0.39145495006999625
2.0,0.29960689213902303,0.5,0.22351540020463995,2.5,0.40185148099713014,1.75,0.31893083491711277,3.5,1.0709668945470807,2.1111112,0.39261362399326616
1.75,0.28137786743490567,0.75,0.22785887114083483,1.0,0.37412280257931363,0.75,0.3895817622639122,4.0,0.8875430067274792,1.3333334,0.3950472394446917
