reward_A,loss_A,reward_B,loss_B,reward_C,loss_C,reward_D,loss_D,reward_E,loss_E,reward_F,loss_F
,,,,,,,,8.5,1.8509789283466227,1.6666666,0.7719663683466955
,,,,,,,,6.5,2.3282491119783955,1.5555556,0.7274508381700403
,,,,,,,,3.0,2.096133985407492,1.4444444,0.8032487632908405
,,,,,,,,7.0,2.2482806309613066,1.2222222,0.7971146145137645
,,,,,,,,5.0,1.9838293557572002,1.5555556,0.83413312701155
,,,,,,,,4.0,2.0130490271669066,1.2222222,0.8927246240224965
,,,,,,,,6.5,2.4312216694181417,1.5555556,0.7940629653236544
,,,,,,,,8.5,2.261610788555928,1.0,0.7286207501163859
,,,,,,,,7.0,2.139395845509791,1.3333334,0.8006107174475113
,,,,,,,,7.0,2.3021826064213164,1.0,0.8157579289423016
,,,,,,,,3.5,2.2307240059367617,1.6666666,0.7816063317285228
,,,,,,,,2.0,2.2366471847816234,1.5555556,0.7574426602198878
,,,,,,,,2.0,2.264248455708306,1.5555556,0.7558128385899909
,,,,,,,,5.5,1.973240390657864,1.0,0.6788397979313041
,,,,,,,,2.0,2.3918880766823056,0.8888889,0.8170663933146389
,,,,,,,,7.0,1.8799381470430414,1.7777778,0.6949825048212322
,,,,,,,,5.5,1.9159524825525627,1.5555556,0.6264063458721502
,,,,,,,,2.0,1.8944116716455792,1.5555556,0.7287014488576855
,,,,,,,,6.5,1.7766229391584027,1.4444444,0.7756496604346044
,,,,,,,,2.0,1.9114283065056341,1.3333334,0.7184001286333409
,,,,,,,,3.5,1.6205143448580241,2.0,0.7471841041816638
