reward_A,loss_A,reward_B,loss_B,reward_C,loss_C,reward_D,loss_D,reward_E,loss_E,reward_F,loss_F,reward_G,loss_G
0.7,3.0,0.5,0.5,0.72727275,3.0,0.9,3.0,0.5,8.0,0.6956522,2.3333332538604736,0.5208333333333334,4.0
1.0,2.97,0.5,0.4950000047683716,0.8181818,2.9700000286102295,0.9,2.9700000286102295,0.8,7.920000076293945,0.91304344,2.640000104904175,0.5208333333333334,3.96
,,0.5,0.0,0.8181818,0.0,0.9,0.0,0.8,0.0,0.91304344,0.0,0.5416666666666666,3.43035
,,,,,,,,,,,,0.5416666666666666,3.8811959999999996
,,,,,,,,,,,,0.6979166666666666,1.4263395300000001
