reward_A,reward_A_0,reward_A_1,loss_A_0,loss_A_1,reward_B,reward_B_0,reward_B_1,loss_B_0,loss_B_1,reward_C,reward_C_0,reward_C_1,loss_C_0,loss_C_1,reward_D,reward_D_0,reward_D_1,loss_D_0,loss_D_1,reward_E,reward_E_0,reward_E_1,loss_E_0,loss_E_1,reward_F,reward_F_0,reward_F_1,loss_F_0,loss_F_1,reward_G,reward_G_0,reward_G_1,loss_G_0,loss_G_1
0.8333334,0.8333334,0.7666667,0.4999029338359833,1.0,0.5,0.65,0.5,0.5,0.5,0.75,0.73333335,0.7333333,0.498961478471756,1.0,0.75,0.73333335,0.7166667,0.9996724128723145,1.0,0.5,0.5,0.6700001,0.0038877660408616066,0.800000011920929,0.44444445,0.44444445,0.7407408,0.4444444477558136,0.7777777314186096,0.6041666666666666,0.6041666666666666,0.5979166666666667,1.0,1.0
0.8333334,0.8333334,0.8,0.0,0.0,0.5,0.65,0.5,0.0,0.0,0.75,0.73333335,0.7333333,0.0,0.0,0.75,0.73333335,0.73333335,0.0,0.0,0.5,0.5,0.7200001,0.0,0.0,0.44444445,0.44444445,0.762963,0.0,0.0,0.6041666666666666,0.5979166666666667,0.6041666666666666,0.0,0.0
0.8333334,0.8333334,0.7666667,0.0,0.0,0.5,0.65,0.5,0.0,0.0,0.75,0.73333335,0.7333333,0.0,0.0,0.75,0.73333335,0.70000005,0.0,0.0,0.5,0.5,0.7200001,0.0,0.0,0.44444445,0.44444445,0.75555557,0.0,0.0,0.6041666666666666,0.6,0.59375,0.0,0.0
0.8333334,0.8333334,0.8333334,0.0,0.0,0.5,0.65,0.5,0.0,0.0,0.75,0.73333335,0.71666664,0.0,0.0,0.75,0.73333335,0.73333335,0.0,0.0,0.5,0.5,0.7600001,0.0,0.0,0.44444445,0.44444445,0.75555557,0.0,0.0,0.6041666666666666,0.6041666666666666,0.5958333333333333,0.0,0.0
0.8333334,0.8333334,0.8,0.0,0.0,0.5,0.65,0.5,0.0,0.0,0.75,0.73333335,0.71666664,0.0,0.0,0.75,0.73333335,0.73333335,0.0,0.0,0.5,0.5,0.68000007,0.0,0.0,0.44444445,0.44444445,0.74814826,0.0,0.0,0.6041666666666666,0.6020833333333333,0.5958333333333333,0.0,0.0
